usage_id,employee_id,week_number,is_active,feature_used,hours_saved,sessions_count
680,433,5,1,Email Drafting,49.1,0
681,403,4,1,Data Lookup,45.4,20
682,270,12,0,Report Generation,16.3,2
683,65,7,1,Data Lookup,27.9,1
684,163,12,1,Report Generation,22,8
685,215,6,1,Email Drafting,40.9,13
686,180,5,0,Document Summary,41.4,17
687,216,12,0,Report Generation,49.4,1
688,257,5,0,Email Drafting,35.2,4
689,103,3,0,Meeting Recap,10,20
690,13,5,1,Report Generation,31.3,10
691,458,3,0,Report Generation,27,2
692,458,5,1,Email Drafting,39.2,1
693,379,10,1,Meeting Recap,47.7,0
694,86,4,1,Data Lookup,40.5,1
695,448,6,1,Report Generation,32.8,3
696,295,1,1,Report Generation,10.1,4
697,455,1,1,Meeting Recap,14,17
698,160,7,0,Email Drafting,19.6,2
699,381,2,0,Meeting Recap,15.2,5
700,453,2,1,Report Generation,36.5,7
701,473,10,0,Data Lookup,23.9,8
702,242,11,1,Email Drafting,36.7,14
703,119,3,1,Report Generation,31.9,14
704,401,9,1,Data Lookup,31.7,13
705,355,11,1,Report Generation,16.7,11
706,489,6,1,Report Generation,7.5,11
707,157,4,1,Meeting Recap,30.3,13
708,59,2,0,Meeting Recap,13.5,14
709,49,11,1,Document Summary,43.2,13
710,410,9,1,Report Generation,5.8,17
711,494,5,1,Document Summary,5.8,5
712,267,8,1,Document Summary,27.5,12
713,496,2,1,Email Drafting,40.5,20
714,227,1,0,Document Summary,34.6,20
715,144,3,0,Data Lookup,36.5,20
716,68,5,0,Meeting Recap,22.8,8
717,427,4,0,Report Generation,37.8,7
718,477,1,1,Data Lookup,28.6,12
719,409,11,0,Email Drafting,39.2,13
720,235,6,1,Data Lookup,27.2,15
721,445,3,1,Data Lookup,36.2,16
722,301,8,1,Report Generation,5.1,5
723,111,4,0,Report Generation,8.9,0
724,150,10,1,Document Summary,29,10
725,487,4,1,Report Generation,27.9,11
726,413,10,1,Email Drafting,31.9,3
727,248,3,1,Data Lookup,18.4,15
728,21,4,1,Email Drafting,38.1,2
729,187,2,1,Email Drafting,42.2,16
730,496,8,0,Data Lookup,49,19
731,394,9,0,Meeting Recap,36,10
732,254,3,1,Email Drafting,27.7,8
733,311,5,0,Document Summary,46.2,1
734,152,8,1,Document Summary,37.3,19
735,104,1,0,Email Drafting,34.1,20
736,458,2,0,Data Lookup,7.4,14
737,105,7,0,Document Summary,8.4,17
738,353,8,1,Document Summary,48.1,5
739,210,8,1,Email Drafting,15.9,14
740,111,11,0,Document Summary,48.3,0
741,275,1,0,Email Drafting,17,20
742,381,9,0,Report Generation,43.8,2
743,135,4,1,Data Lookup,42.6,19
744,375,9,1,Email Drafting,34,13
745,82,6,1,Report Generation,26.8,16
746,178,2,1,Email Drafting,21.7,13
747,479,9,0,Data Lookup,39.3,15
748,63,4,1,Data Lookup,27.7,12
749,180,4,1,Meeting Recap,24.3,19
750,232,3,0,Email Drafting,38.8,7
751,492,5,1,Data Lookup,48.7,3
752,14,2,0,Email Drafting,5.8,3
753,492,11,0,Email Drafting,18,8
754,125,6,0,Document Summary,37.7,20
755,302,1,1,Document Summary,9.5,4
756,319,9,0,Document Summary,14.1,13
757,495,2,1,Data Lookup,39.2,14
758,432,8,1,Document Summary,29.1,4
759,10,3,0,Meeting Recap,29.2,16
760,264,4,1,Data Lookup,35.2,12
761,172,12,1,Email Drafting,20.9,16
762,1,1,0,Document Summary,30.5,14
763,276,2,0,Report Generation,37.7,2
764,140,4,0,Report Generation,21.8,5
765,32,10,0,Report Generation,44.7,14
766,335,7,0,Email Drafting,40.3,15
767,498,2,0,Email Drafting,37.9,16
768,328,11,0,Meeting Recap,7.1,3
769,139,5,1,Report Generation,43.8,10
770,295,5,1,Email Drafting,34.5,9
771,331,3,0,Meeting Recap,28.1,14
772,359,7,0,Meeting Recap,18,3
773,369,5,1,Document Summary,42.7,9
774,445,7,1,Email Drafting,26.3,5
775,261,11,1,Document Summary,35.9,9
776,398,7,0,Report Generation,30.3,11
777,456,3,1,Document Summary,27.4,10
778,374,4,0,Data Lookup,35.9,14
779,335,5,0,Document Summary,19.8,0
780,397,6,0,Report Generation,39.8,16
781,264,8,1,Email Drafting,23.6,3
782,210,5,0,Document Summary,22.8,2
783,129,2,1,Email Drafting,18.5,5
784,237,9,0,Data Lookup,30.8,3
785,310,9,1,Report Generation,19.8,0
786,185,3,1,Meeting Recap,38.2,17
787,57,11,0,Data Lookup,16.7,20
788,34,7,1,Report Generation,36.3,13
789,498,4,1,Email Drafting,38.6,6
790,231,1,1,Report Generation,39.9,11
791,115,9,0,Meeting Recap,38.6,6
792,49,3,1,Meeting Recap,43.7,19
793,424,3,0,Document Summary,37.9,14
794,392,10,0,Email Drafting,11.4,4
795,497,8,0,Meeting Recap,5.6,20
796,136,10,1,Email Drafting,6.8,18
797,256,11,1,Email Drafting,26.5,15
798,245,3,1,Email Drafting,14.1,17
799,352,9,1,Report Generation,20.3,20
800,86,10,0,Email Drafting,5.8,2
801,191,1,0,Data Lookup,5.6,3
802,67,11,0,Report Generation,18.5,14
803,17,8,1,Data Lookup,9.1,18
804,136,3,0,Data Lookup,29.2,9
805,208,11,0,Document Summary,9,16
806,212,10,0,Data Lookup,34.5,16
807,311,12,1,Data Lookup,33.4,20
808,500,7,1,Email Drafting,25.8,17
809,147,4,1,Meeting Recap,43.3,20
810,20,3,1,Meeting Recap,19.4,8
811,51,5,0,Data Lookup,7,18
812,270,7,0,Document Summary,6.7,1
813,470,4,0,Email Drafting,30.6,11
814,82,11,0,Email Drafting,24.7,4
815,193,8,0,Email Drafting,48.8,7
816,204,2,1,Report Generation,11.8,18
817,194,9,0,Report Generation,26.9,0
818,187,9,1,Report Generation,41.7,6
819,60,4,1,Document Summary,31.3,16
820,416,6,1,Data Lookup,23.8,17
821,470,6,0,Document Summary,21.5,11
822,80,6,1,Meeting Recap,37.4,15
823,196,2,0,Email Drafting,28.3,10
824,458,8,0,Data Lookup,36.6,19
825,229,11,0,Email Drafting,31.9,19
826,165,8,1,Document Summary,28.2,13
827,279,8,0,Report Generation,23.2,10
828,428,9,1,Data Lookup,27.1,8
829,115,10,0,Email Drafting,23.1,2
830,321,5,0,Document Summary,34.9,15
831,162,1,0,Document Summary,14,6
832,344,1,0,Document Summary,32.8,15
833,22,10,0,Document Summary,25,6
834,291,2,1,Meeting Recap,15,18
835,299,11,0,Document Summary,15.9,4
836,394,9,0,Data Lookup,14.7,18
837,325,5,0,Email Drafting,14.8,14
838,61,11,1,Meeting Recap,39.8,17
839,156,2,1,Document Summary,34.7,8
840,278,3,0,Email Drafting,49.8,12
841,106,5,0,Data Lookup,22.5,15
842,163,11,0,Document Summary,14.8,11
843,348,7,0,Email Drafting,24,18
844,122,8,0,Email Drafting,14,8
845,219,7,1,Meeting Recap,46.1,5
846,20,3,1,Data Lookup,16.9,9
847,55,3,0,Meeting Recap,29.8,2
848,145,11,1,Document Summary,11.1,18
849,80,7,1,Meeting Recap,40.4,2
850,149,6,1,Meeting Recap,7,5
851,199,10,0,Report Generation,34.1,20
852,285,12,0,Document Summary,21.3,2
853,167,10,0,Email Drafting,35.1,14
854,261,7,1,Data Lookup,19.2,6
855,136,7,0,Email Drafting,21.8,8
856,23,10,1,Meeting Recap,29.2,10
857,36,5,1,Report Generation,17,20
858,292,5,0,Report Generation,34.5,14
859,240,4,1,Document Summary,39.8,17
860,490,4,1,Data Lookup,12.5,19
861,113,10,1,Email Drafting,28.5,8
862,319,4,1,Meeting Recap,41.3,20
863,326,8,1,Document Summary,25.2,9
864,149,5,0,Data Lookup,38.6,1
865,41,2,1,Data Lookup,33.3,0
866,187,12,0,Email Drafting,12.6,3
867,383,12,0,Email Drafting,8.4,4
868,16,9,1,Report Generation,18.6,19
869,173,6,1,Data Lookup,48.3,10
870,101,7,1,Document Summary,14.9,1
871,27,12,1,Data Lookup,19.7,3
872,319,6,0,Meeting Recap,13.9,10
873,72,3,0,Email Drafting,9.1,8
874,364,3,1,Report Generation,22.8,13
875,325,8,1,Report Generation,12.9,7
876,113,2,1,Report Generation,23.9,6
877,182,4,0,Email Drafting,18,2
878,493,11,1,Email Drafting,28.7,6
879,459,11,1,Data Lookup,9.7,7
880,446,2,0,Meeting Recap,7.5,15
881,468,1,0,Data Lookup,28.7,7
882,79,12,1,Email Drafting,22.4,7
883,248,9,1,Report Generation,33.5,7
884,280,7,1,Report Generation,11.8,9
885,60,9,0,Document Summary,8.5,12
886,231,6,1,Meeting Recap,30.6,12
887,358,9,1,Email Drafting,28.7,3
888,3,2,0,Meeting Recap,14.5,9
889,258,12,1,Data Lookup,36.2,4
890,499,4,1,Meeting Recap,36,8
891,182,1,1,Meeting Recap,43.3,6
892,478,8,1,Document Summary,13,3
893,223,10,0,Report Generation,18.8,0
894,297,10,1,Document Summary,32,19
895,104,11,0,Email Drafting,28.4,3
896,151,2,0,Data Lookup,48,4
897,123,12,1,Report Generation,11.7,12
898,213,1,1,Report Generation,20.2,3
899,430,4,1,Data Lookup,22,3
900,153,12,1,Report Generation,10.4,13
901,433,1,0,Report Generation,36.9,20
902,299,4,1,Meeting Recap,26.5,15
903,270,4,0,Email Drafting,33.6,6
904,376,4,0,Meeting Recap,49.8,7
905,307,8,1,Report Generation,7.6,19
906,275,6,1,Data Lookup,16.5,18
907,13,1,1,Data Lookup,41,7
908,334,2,0,Email Drafting,41.3,1
909,446,1,0,Meeting Recap,47.6,11
910,149,8,1,Document Summary,34.7,7
911,164,7,0,Data Lookup,42.7,6
912,311,8,0,Meeting Recap,23.8,17
913,499,2,0,Document Summary,44.3,12
914,157,3,1,Meeting Recap,26.7,7
915,425,7,0,Data Lookup,30.9,7
916,26,12,1,Meeting Recap,23.7,6
917,198,10,1,Report Generation,28.8,12
918,213,3,1,Report Generation,11.9,11
919,22,3,0,Data Lookup,38.4,8
920,268,8,1,Email Drafting,46.7,16
921,267,3,1,Data Lookup,35.1,3
922,301,6,0,Document Summary,39,2
923,438,5,0,Report Generation,29.8,8
924,170,5,1,Data Lookup,33,3
925,7,4,0,Data Lookup,22.9,9
926,400,4,1,Meeting Recap,5.9,6
927,198,7,1,Data Lookup,21.1,9
928,278,8,0,Document Summary,31.7,13
929,447,10,0,Data Lookup,8.9,15
930,436,10,0,Report Generation,44.9,7
931,146,4,0,Email Drafting,15,5
932,202,7,0,Email Drafting,19.8,12
933,100,3,0,Meeting Recap,36.3,11
934,164,9,1,Data Lookup,12.6,16
935,151,5,0,Report Generation,26.1,5
936,251,5,1,Meeting Recap,13.1,12
937,166,3,1,Meeting Recap,42.7,0
938,89,3,0,Meeting Recap,8.3,19
939,269,3,1,Email Drafting,39.6,6
940,456,9,1,Report Generation,31.5,19
941,209,1,0,Document Summary,31.3,20
942,153,8,1,Data Lookup,40.9,15
943,275,10,0,Email Drafting,45,16
944,329,12,1,Email Drafting,35.5,5
945,209,9,1,Report Generation,35.2,0
946,314,4,0,Data Lookup,13.5,11
947,56,9,0,Report Generation,43.5,13
948,51,1,1,Email Drafting,7.9,9
949,139,5,1,Email Drafting,11,2
950,469,8,0,Meeting Recap,23.7,4
951,79,5,1,Document Summary,17.2,16
952,491,7,0,Meeting Recap,27.9,5
953,39,4,0,Document Summary,44.5,10
954,375,3,1,Report Generation,40.5,1
955,170,10,1,Document Summary,13.5,20
956,210,8,0,Report Generation,28.1,5
957,493,3,0,Report Generation,8.5,11
958,472,2,0,Report Generation,40.2,5
959,215,11,0,Report Generation,32.9,2
960,358,1,0,Report Generation,34.9,16
961,497,9,1,Data Lookup,7.3,11
962,265,11,0,Data Lookup,23.5,20
963,323,11,0,Document Summary,17.2,7
964,73,10,0,Data Lookup,46.1,11
965,450,4,1,Email Drafting,26.4,19
966,447,11,0,Data Lookup,47.8,11
967,443,2,1,Meeting Recap,34,3
968,386,6,1,Report Generation,22.9,1
969,207,7,1,Document Summary,21,3
970,50,2,0,Email Drafting,45.3,18
971,195,9,1,Data Lookup,37.7,4
972,437,4,0,Report Generation,48.5,7
973,341,1,0,Meeting Recap,8.6,2
974,411,1,1,Data Lookup,40.5,0
975,155,8,1,Report Generation,19.5,4
976,138,7,0,Data Lookup,32.1,8
977,229,6,1,Report Generation,37.9,3
978,184,9,1,Email Drafting,49.3,14
979,206,8,0,Email Drafting,45.4,11
980,257,1,0,Document Summary,33,13
981,283,6,0,Report Generation,11.7,19
982,473,7,0,Report Generation,17.4,14
983,6,2,0,Data Lookup,43.6,13
984,489,5,1,Meeting Recap,45.5,5
985,217,12,1,Document Summary,32.3,19
986,190,10,1,Data Lookup,38.2,14
987,458,3,1,Data Lookup,30,0
988,218,9,0,Document Summary,23.6,19
989,431,2,0,Report Generation,37.6,14
990,106,2,0,Document Summary,43.9,18
991,263,4,0,Email Drafting,17.6,20
992,361,6,1,Data Lookup,19.2,14
993,188,8,1,Email Drafting,9,20
994,259,3,0,Document Summary,47.9,19
995,431,10,0,Data Lookup,21.9,0
996,83,9,1,Report Generation,38.9,20
997,219,1,0,Document Summary,39.4,17
998,392,6,1,Document Summary,36.3,10
999,427,11,1,Document Summary,7.2,16
1000,127,7,1,Meeting Recap,9.7,0
1001,316,9,1,Report Generation,17.7,12
1002,279,1,1,Email Drafting,35.3,19
1003,143,11,0,Meeting Recap,8.1,12
1004,376,8,0,Email Drafting,29.6,9
1005,363,4,1,Report Generation,42.2,5
1006,27,2,0,Report Generation,25,20
1007,390,4,1,Data Lookup,45.3,13
1008,404,8,1,Data Lookup,23.4,5
1009,373,5,0,Data Lookup,27.9,0
1010,97,3,0,Data Lookup,41.7,17
1011,211,11,0,Document Summary,17,11
1012,496,11,0,Document Summary,12.4,10
1013,19,7,1,Report Generation,30.5,3
1014,381,8,0,Document Summary,6.6,10
1015,260,3,1,Report Generation,27.8,9
1016,44,4,1,Data Lookup,34.6,17
1017,446,1,1,Document Summary,15,0
1018,268,9,0,Document Summary,36.8,5
1019,218,2,0,Document Summary,35.1,16
1020,395,11,0,Document Summary,30.8,6
1021,497,12,0,Document Summary,40.6,11
1022,7,6,1,Meeting Recap,30.9,2
1023,499,11,1,Document Summary,24.1,3
1024,34,6,1,Data Lookup,18.5,3
1025,186,4,1,Meeting Recap,10.8,17
1026,221,12,1,Meeting Recap,9.5,0
1027,293,7,0,Document Summary,34.7,1
1028,34,10,1,Meeting Recap,30.2,1
1029,298,2,0,Meeting Recap,32.3,16
1030,471,2,0,Email Drafting,7.9,18
1031,52,4,0,Email Drafting,48.6,7
1032,441,9,0,Email Drafting,31.1,11
1033,364,6,1,Report Generation,48.7,3
1034,55,9,1,Document Summary,29.6,12
1035,239,1,0,Email Drafting,13.7,10
1036,237,5,1,Meeting Recap,25.1,16
1037,429,2,1,Report Generation,44.4,20
1038,68,12,1,Document Summary,40.5,15
1039,355,11,0,Document Summary,21.5,2
1040,106,4,0,Data Lookup,14.5,6
1041,232,11,0,Meeting Recap,22.9,20
1042,463,4,0,Email Drafting,30.2,9
1043,437,12,0,Data Lookup,25.2,17
1044,108,3,0,Data Lookup,42.3,8
1045,373,1,1,Meeting Recap,17.9,13
1046,446,2,0,Document Summary,26.8,8
1047,285,6,1,Document Summary,16.6,6
1048,421,5,1,Document Summary,46,9
1049,205,4,0,Document Summary,37.6,5
1050,214,9,1,Document Summary,24.1,19
1051,138,12,1,Data Lookup,42,14
1052,366,9,0,Report Generation,23.3,6
1053,489,5,1,Document Summary,31.9,1
1054,29,4,1,Data Lookup,26.9,14
1055,250,7,0,Meeting Recap,23.2,19
1056,94,1,1,Report Generation,48.8,9
1057,30,12,0,Document Summary,20.5,4
1058,246,5,0,Document Summary,11.6,4
1059,55,3,1,Email Drafting,7.4,9
1060,31,4,0,Report Generation,19.2,7
1061,457,4,1,Meeting Recap,26.9,16
1062,249,3,1,Document Summary,24.7,14
1063,317,8,0,Document Summary,11.7,1
1064,454,7,0,Report Generation,8.5,3
1065,418,6,0,Document Summary,34.3,18
1066,270,7,1,Report Generation,7.1,20
1067,356,9,1,Meeting Recap,20.8,13
1068,266,11,0,Meeting Recap,33,20
1069,135,7,1,Email Drafting,47.4,14
1070,351,9,0,Document Summary,43.5,1
1071,115,12,1,Meeting Recap,21.6,16
1072,100,2,1,Report Generation,12.1,14
1073,20,10,1,Data Lookup,41,8
1074,450,5,0,Data Lookup,35.1,10
1075,307,5,0,Report Generation,23.3,16
1076,116,1,1,Document Summary,35.4,11
1077,434,6,0,Data Lookup,12.7,16
1078,161,7,1,Email Drafting,23.4,19
1079,362,5,1,Document Summary,37.1,18
1080,345,12,0,Email Drafting,9.2,0
1081,336,6,0,Document Summary,45.1,10
1082,359,2,1,Meeting Recap,32.9,9
1083,498,11,0,Report Generation,49.8,10
1084,439,5,1,Document Summary,11,8
1085,426,3,1,Email Drafting,13.9,8
1086,157,3,0,Report Generation,5.4,8
1087,479,1,0,Meeting Recap,37.9,2
1088,226,3,0,Email Drafting,48,11
1089,413,12,0,Document Summary,19.4,7
1090,474,12,1,Meeting Recap,5.5,6
1091,201,11,1,Document Summary,32.7,13
1092,162,11,1,Report Generation,6.2,18
1093,345,12,1,Meeting Recap,44.8,7
1094,91,4,1,Meeting Recap,10.8,18
1095,70,2,1,Report Generation,38.4,10
1096,204,4,1,Email Drafting,28,19
1097,363,6,1,Email Drafting,44.7,2
1098,82,11,0,Report Generation,47.6,0
1099,289,12,1,Email Drafting,22.2,1
1100,191,8,1,Email Drafting,14.9,6
1101,426,12,1,Email Drafting,20.7,13
1102,163,2,0,Report Generation,33.9,13
1103,424,2,0,Report Generation,32.3,1
1104,100,8,1,Meeting Recap,46,2
1105,389,6,1,Document Summary,48.1,20
1106,216,2,1,Report Generation,27.4,6
1107,488,3,0,Meeting Recap,17,14
1108,213,7,0,Email Drafting,23.7,9
1109,389,7,0,Data Lookup,21,9
1110,218,3,0,Email Drafting,6.1,9
1111,305,9,1,Document Summary,19.7,4
1112,213,11,1,Data Lookup,41.6,4
1113,306,11,1,Meeting Recap,30,11
1114,325,2,0,Email Drafting,13.1,8
1115,366,4,1,Report Generation,49.1,5
1116,149,6,0,Data Lookup,29.4,10
1117,342,5,0,Report Generation,11.7,14
1118,231,7,0,Email Drafting,45.4,6
1119,364,11,1,Email Drafting,21.5,16
1120,31,1,0,Data Lookup,13.9,10
1121,321,10,1,Meeting Recap,22.5,14
1122,72,3,0,Email Drafting,8.9,20
1123,31,10,0,Report Generation,15.8,12
1124,245,9,0,Document Summary,34.6,2
1125,394,7,0,Email Drafting,18.5,5
1126,477,9,1,Email Drafting,11.6,17
1127,315,7,0,Data Lookup,42,3
1128,290,8,0,Data Lookup,24.2,10
1129,33,2,1,Report Generation,16.4,20
1130,224,3,0,Meeting Recap,46.5,13
1131,277,10,1,Email Drafting,35.7,11
1132,49,7,0,Email Drafting,17.8,17
1133,432,6,0,Document Summary,17,13
1134,483,3,0,Data Lookup,9.8,14
1135,306,1,1,Document Summary,17,5
1136,67,4,0,Email Drafting,48.3,8
1137,373,2,1,Document Summary,33.9,11
1138,195,12,1,Email Drafting,9,18
1139,432,12,0,Data Lookup,5.8,0
1140,94,3,1,Document Summary,33,13
1141,142,11,1,Document Summary,6.2,2
1142,486,11,1,Report Generation,20.7,18
1143,110,1,1,Meeting Recap,14.8,5
1144,112,3,1,Report Generation,41.8,13
1145,15,11,1,Meeting Recap,45.8,18
1146,317,5,0,Meeting Recap,21.8,10
1147,383,9,0,Email Drafting,46.9,2
1148,476,8,0,Document Summary,16.1,11
1149,359,9,1,Data Lookup,44.8,18
1150,173,1,0,Report Generation,36.5,9
1151,414,6,1,Meeting Recap,6.8,0
1152,191,6,1,Meeting Recap,35.6,9
1153,334,5,1,Email Drafting,10.7,0
1154,68,1,1,Document Summary,45.3,17
1155,439,11,1,Data Lookup,14.1,1
1156,357,10,0,Meeting Recap,40.2,12
1157,208,9,0,Email Drafting,47.1,19
1158,310,12,1,Document Summary,39.8,0
1159,212,9,1,Meeting Recap,29.5,10
1160,256,12,1,Data Lookup,24.2,2
1161,152,4,0,Meeting Recap,36.4,6
1162,374,4,0,Data Lookup,11.7,9
1163,384,1,1,Report Generation,30.2,17
1164,175,1,0,Data Lookup,15.4,15
1165,460,6,0,Email Drafting,5.9,15
1166,427,2,0,Report Generation,47.6,5
1167,426,12,0,Report Generation,33.9,18
1168,432,8,0,Report Generation,35.8,13
1169,181,9,1,Data Lookup,45,7
1170,373,7,0,Report Generation,33.2,7
1171,467,6,1,Email Drafting,20.5,2
1172,498,1,1,Report Generation,19.2,7
1173,433,10,1,Meeting Recap,43.8,2
1174,424,7,1,Report Generation,37.7,16
1175,42,9,1,Meeting Recap,40.9,0
1176,178,2,0,Document Summary,42.3,5
1177,439,2,0,Report Generation,40.3,12
1178,155,11,0,Email Drafting,35.3,8
1179,167,9,1,Meeting Recap,28.1,3
1180,270,11,0,Report Generation,10.5,3
1181,24,5,1,Report Generation,13.7,11
1182,98,3,0,Document Summary,17.4,19
1183,340,6,1,Data Lookup,19.9,12
1184,246,4,1,Data Lookup,17.3,20
1185,262,7,0,Document Summary,8.1,11
1186,310,11,1,Report Generation,21.8,8
1187,339,5,1,Report Generation,41.5,5
1188,176,11,1,Report Generation,46.5,18
1189,377,8,1,Meeting Recap,22.3,18
1190,72,8,0,Report Generation,30.3,18
1191,16,12,1,Meeting Recap,22.4,20
1192,53,6,0,Document Summary,20.5,0
1193,322,7,1,Report Generation,35.9,20
1194,201,2,0,Data Lookup,30.2,11
1195,133,1,1,Email Drafting,14.3,1
1196,192,1,1,Document Summary,26,18
1197,309,3,0,Document Summary,15.6,19
1198,391,7,1,Data Lookup,44.7,2
1199,201,4,1,Meeting Recap,43.9,0
1200,316,5,0,Meeting Recap,46.6,18
1201,465,4,0,Document Summary,7.3,7
1202,237,5,0,Report Generation,7.3,14
1203,476,9,1,Document Summary,30.2,15
1204,18,1,0,Report Generation,42.4,11
1205,318,8,0,Meeting Recap,22.6,6
1206,445,11,0,Email Drafting,22.3,6
1207,151,3,1,Document Summary,20.4,15
1208,60,4,1,Data Lookup,38.8,11
1209,274,8,0,Meeting Recap,10.5,9
1210,214,2,0,Data Lookup,43.1,12
1211,178,4,0,Data Lookup,40.7,12
1212,483,10,1,Data Lookup,38.9,5
1213,410,5,1,Meeting Recap,24.3,12
1214,334,9,0,Document Summary,12.7,13
1215,253,7,1,Data Lookup,7,1
1216,270,2,1,Document Summary,31.9,13
1217,299,10,1,Meeting Recap,20.8,7
1218,382,2,1,Email Drafting,16.8,5
1219,70,10,1,Report Generation,48,6
1220,196,4,0,Data Lookup,47.6,0
1221,118,9,1,Document Summary,11.7,0
1222,378,6,0,Document Summary,13.4,12
1223,94,5,0,Document Summary,12,20
1224,19,8,0,Document Summary,42.7,14
1225,89,1,1,Data Lookup,31.5,16
1226,338,8,1,Meeting Recap,19.4,3
1227,30,11,0,Meeting Recap,38.6,16
1228,8,7,1,Data Lookup,23.7,11
1229,390,11,0,Data Lookup,20.3,18
1230,226,7,0,Email Drafting,23.3,9
1231,461,4,1,Email Drafting,32.4,18
1232,43,7,1,Document Summary,33.4,7
1233,436,3,1,Email Drafting,42.7,1
1234,205,1,0,Data Lookup,36.3,1
1235,492,9,1,Report Generation,15.1,6
1236,227,10,1,Document Summary,8.3,12
1237,184,5,0,Email Drafting,24.4,8
1238,202,10,0,Document Summary,47.8,1
1239,391,9,0,Meeting Recap,36.4,3
1240,310,4,0,Meeting Recap,17,16
1241,87,1,0,Email Drafting,40.6,15
1242,246,6,1,Email Drafting,49.3,6
1243,474,2,1,Document Summary,6.8,7
1244,278,11,0,Meeting Recap,32.4,18
1245,255,11,0,Email Drafting,24.6,15
1246,403,2,0,Meeting Recap,15.4,13
1247,135,3,1,Report Generation,19,0
1248,186,5,0,Meeting Recap,19.2,10
1249,79,4,1,Report Generation,16.3,3
1250,497,5,0,Meeting Recap,41.5,12
1251,360,5,0,Meeting Recap,34.9,1
1252,384,10,1,Report Generation,29.8,6
1253,113,3,1,Document Summary,33,5
1254,118,4,0,Report Generation,39.9,9
1255,174,9,0,Meeting Recap,42.2,0
1256,411,10,0,Meeting Recap,30.3,5
1257,270,1,0,Email Drafting,24,7
1258,135,3,1,Report Generation,26.8,13
1259,231,1,1,Document Summary,48.9,5
1260,257,11,0,Data Lookup,10.7,16
1261,146,4,1,Data Lookup,30.7,17
1262,156,12,1,Report Generation,18,13
1263,234,9,0,Document Summary,41.7,4
1264,212,4,1,Data Lookup,49.4,19
1265,158,6,1,Email Drafting,48.4,13
1266,344,4,1,Data Lookup,32.2,2
1267,471,12,0,Document Summary,23.3,5
1268,318,11,1,Document Summary,46.5,9
1269,126,5,0,Document Summary,31.8,10
1270,363,12,0,Meeting Recap,41.8,15
1271,383,10,1,Meeting Recap,24.6,1
1272,132,6,0,Meeting Recap,9.5,16
1273,445,8,0,Meeting Recap,7.3,13
1274,44,3,0,Email Drafting,48.1,12
1275,252,8,0,Document Summary,8.6,13
1276,68,3,1,Email Drafting,36.7,13
1277,288,12,1,Data Lookup,23.9,18
1278,41,4,0,Report Generation,19.2,12
1279,443,5,0,Data Lookup,5.9,12
1280,388,4,0,Document Summary,20.3,13
1281,48,2,1,Data Lookup,19.3,8
1282,37,9,0,Data Lookup,26.7,13
1283,466,5,0,Meeting Recap,28.7,20
1284,495,10,0,Document Summary,41.5,1
1285,7,3,0,Data Lookup,28.4,14
1286,399,7,1,Email Drafting,29.7,12
1287,334,11,0,Meeting Recap,33.1,18
1288,159,2,1,Report Generation,11.8,3
1289,25,4,1,Report Generation,14.5,2
1290,161,9,0,Document Summary,20.4,18
1291,128,7,1,Meeting Recap,44.7,0
1292,259,1,1,Document Summary,5.3,7
1293,217,8,0,Report Generation,21.1,20
1294,397,1,1,Meeting Recap,43.1,17
1295,1,11,0,Meeting Recap,31.6,17
1296,124,1,0,Report Generation,30.9,15
1297,499,10,0,Email Drafting,26.4,11
1298,153,11,0,Document Summary,8.5,0
1299,351,10,0,Document Summary,19.2,20
1300,165,5,1,Report Generation,39.5,5
1301,23,10,1,Report Generation,39.4,2
1302,469,12,1,Document Summary,19.7,13
1303,403,4,1,Report Generation,18.2,3
1304,132,7,1,Data Lookup,17.1,13
1305,225,8,0,Data Lookup,36.3,19
1306,360,7,1,Data Lookup,35.5,5
1307,194,5,0,Meeting Recap,24.1,10
1308,276,6,0,Email Drafting,13.2,10
1309,87,9,0,Data Lookup,10.3,15
1310,222,3,0,Report Generation,49.5,19
1311,376,3,1,Meeting Recap,44.2,13
1312,120,6,1,Email Drafting,31.6,1
1313,458,5,0,Meeting Recap,33.7,19
1314,377,10,1,Data Lookup,38.3,10
1315,97,10,1,Data Lookup,47.7,7
1316,54,11,0,Document Summary,45.2,14
1317,179,4,0,Report Generation,43.1,2
1318,131,6,1,Email Drafting,14.5,14
1319,16,12,0,Document Summary,49,6
1320,370,5,1,Document Summary,29.7,3
1321,360,8,0,Email Drafting,18.7,9
1322,497,9,1,Document Summary,33.6,19
1323,113,11,0,Document Summary,22,10
1324,171,5,1,Document Summary,28.5,20
1325,26,3,1,Report Generation,29.3,11
1326,66,10,1,Document Summary,46.5,10
1327,500,1,1,Document Summary,10.2,20
1328,254,12,1,Meeting Recap,12.3,15
1329,232,11,0,Data Lookup,29.1,8
1330,306,3,1,Report Generation,46.5,3
1331,344,12,1,Document Summary,42.9,15
1332,232,11,0,Document Summary,7.6,14
1333,134,8,0,Report Generation,8,17
1334,445,7,0,Document Summary,49.1,0
1335,480,8,1,Document Summary,8.5,10
1336,111,9,0,Meeting Recap,27.9,12
1337,263,3,0,Document Summary,28.3,16
1338,266,12,1,Email Drafting,24.4,11
1339,105,5,1,Data Lookup,17.2,11
1340,360,9,0,Meeting Recap,24.7,15
1341,417,2,1,Email Drafting,34.9,20
1342,137,6,0,Report Generation,35.7,5
